"scene_id","original_file","test_set","test_file","材质色差","材质品类变化","光影过强","结构与物品变化","总评","问题备注","说明"
"06","空房间测试06.jpg","AI美化LoRA版","空房间ai美化测试06.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"06","空房间测试06.jpg","实时增强结果版","空房间实时增强测试06.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"06","空房间测试06.jpg","实时增强LoRA版","空房间实时增强lora测试06.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"07","空房间测试07.jpg","AI美化线上版","空房间ai美化线上版07.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"07","空房间测试07.jpg","AI美化LoRA版","空房间ai美化测试07.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"07","空房间测试07.jpg","实时增强结果版","空房间实时增强测试07.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"07","空房间测试07.jpg","实时增强LoRA版","空房间实时增强lora测试07.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"08","空房间测试08.jpg","AI美化线上版","空房间ai美化线上版08.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"08","空房间测试08.jpg","AI美化LoRA版","空房间ai美化测试08.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"08","空房间测试08.jpg","实时增强结果版","空房间实时增强测试08.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"08","空房间测试08.jpg","实时增强LoRA版","空房间实时增强lora测试08.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"09","空房间测试09.jpg","AI美化线上版","空房间ai美化线上版09.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"09","空房间测试09.jpg","AI美化LoRA版","空房间ai美化测试09.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"09","空房间测试09.jpg","实时增强结果版","空房间实时增强测试09.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"09","空房间测试09.jpg","实时增强LoRA版","空房间实时增强lora测试09.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"10","空房间测试10.jpg","AI美化线上版","空房间ai美化线上版10.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"10","空房间测试10.jpg","AI美化LoRA版","空房间ai美化测试10.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"10","空房间测试10.jpg","实时增强结果版","空房间实时增强测试10.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"10","空房间测试10.jpg","实时增强LoRA版","空房间实时增强lora测试10.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"11","空房间测试11.jpg","AI美化线上版","空房间ai美化线上版11.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"11","空房间测试11.jpg","AI美化LoRA版","空房间ai美化测试11.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"11","空房间测试11.jpg","实时增强结果版","空房间实时增强测试11.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"11","空房间测试11.jpg","实时增强LoRA版","空房间实时增强lora测试11.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"12","空房间测试12.jpg","AI美化线上版","空房间ai美化线上版12.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"12","空房间测试12.jpg","AI美化LoRA版","空房间ai美化测试12.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"12","空房间测试12.jpg","实时增强结果版","空房间实时增强测试12.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"12","空房间测试12.jpg","实时增强LoRA版","空房间实时增强lora测试12.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"13","空房间测试13.jpg","AI美化线上版","空房间ai美化线上版13.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"13","空房间测试13.jpg","AI美化LoRA版","空房间ai美化测试13.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"13","空房间测试13.jpg","实时增强结果版","空房间实时增强测试13.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"13","空房间测试13.jpg","实时增强LoRA版","空房间实时增强lora测试13.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"14","空房间测试14.jpg","AI美化线上版","空房间ai美化线上版14.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"14","空房间测试14.jpg","AI美化LoRA版","空房间ai美化测试14.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"14","空房间测试14.jpg","实时增强结果版","空房间实时增强测试14.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"14","空房间测试14.jpg","实时增强LoRA版","空房间实时增强lora测试14.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"15","空房间测试15.jpg","AI美化线上版","空房间ai美化线上版15.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"15","空房间测试15.jpg","AI美化LoRA版","空房间ai美化测试15.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"15","空房间测试15.jpg","实时增强结果版","空房间实时增强测试15.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"15","空房间测试15.jpg","实时增强LoRA版","空房间实时增强lora测试15.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"16","空房间测试16.jpg","AI美化线上版","空房间ai美化线上版16.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"16","空房间测试16.jpg","AI美化LoRA版","空房间ai美化测试16.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"16","空房间测试16.jpg","实时增强结果版","空房间实时增强测试16.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"16","空房间测试16.jpg","实时增强LoRA版","空房间实时增强lora测试16.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"17","空房间测试17.jpg","AI美化线上版","空房间ai美化线上版17.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"17","空房间测试17.jpg","AI美化LoRA版","空房间ai美化测试17.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"17","空房间测试17.jpg","实时增强结果版","空房间实时增强测试17.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"17","空房间测试17.jpg","实时增强LoRA版","空房间实时增强lora测试17.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"18","空房间测试18.jpg","AI美化线上版","空房间ai美化线上版18.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"18","空房间测试18.jpg","AI美化LoRA版","空房间ai美化测试18.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"18","空房间测试18.jpg","实时增强结果版","空房间实时增强测试18.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"18","空房间测试18.jpg","实时增强LoRA版","空房间实时增强lora测试18.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"19","空房间测试19.jpg","AI美化线上版","空房间ai美化线上版19.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"19","空房间测试19.jpg","AI美化LoRA版","空房间ai美化测试19.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"19","空房间测试19.jpg","实时增强结果版","空房间实时增强测试19.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"19","空房间测试19.jpg","实时增强LoRA版","空房间实时增强lora测试19.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"20","空房间测试20.jpg","AI美化线上版","空房间ai美化线上版20.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"20","空房间测试20.jpg","AI美化LoRA版","空房间ai美化测试20.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"20","空房间测试20.jpg","实时增强结果版","空房间实时增强测试20.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"20","空房间测试20.jpg","实时增强LoRA版","空房间实时增强lora测试20.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"21","空房间测试21.jpg","AI美化线上版","空房间ai美化线上版21.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"21","空房间测试21.jpg","AI美化LoRA版","空房间ai美化测试21.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"21","空房间测试21.jpg","实时增强结果版","空房间实时增强测试21.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"21","空房间测试21.jpg","实时增强LoRA版","空房间实时增强lora测试21.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"22","空房间测试22.jpg","AI美化线上版","空房间ai美化线上版22.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"22","空房间测试22.jpg","AI美化LoRA版","空房间ai美化测试22.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"22","空房间测试22.jpg","实时增强结果版","空房间实时增强测试22.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"22","空房间测试22.jpg","实时增强LoRA版","空房间实时增强lora测试22.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"23","空房间测试23.jpg","AI美化线上版","空房间ai美化线上版23.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"23","空房间测试23.jpg","AI美化LoRA版","空房间ai美化测试23.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"23","空房间测试23.jpg","实时增强结果版","空房间实时增强测试23.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"23","空房间测试23.jpg","实时增强LoRA版","空房间实时增强lora测试23.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"24","空房间测试24.jpg","AI美化线上版","空房间ai美化线上版24.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"24","空房间测试24.jpg","AI美化LoRA版","空房间ai美化测试24.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"24","空房间测试24.jpg","实时增强结果版","空房间实时增强测试24.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"24","空房间测试24.jpg","实时增强LoRA版","空房间实时增强lora测试24.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"25","空房间测试25.jpg","AI美化线上版","空房间ai美化线上版25.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"25","空房间测试25.jpg","AI美化LoRA版","空房间ai美化测试25.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"25","空房间测试25.jpg","实时增强结果版","空房间实时增强测试25.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"25","空房间测试25.jpg","实时增强LoRA版","空房间实时增强lora测试25.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"26","空房间测试26.jpg","AI美化线上版","空房间ai美化线上版26.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"26","空房间测试26.jpg","AI美化LoRA版","空房间ai美化测试26.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"26","空房间测试26.jpg","实时增强结果版","空房间实时增强测试26.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"26","空房间测试26.jpg","实时增强LoRA版","空房间实时增强lora测试26.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"27","空房间测试27.jpg","AI美化线上版","空房间ai美化线上版27.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"27","空房间测试27.jpg","AI美化LoRA版","空房间ai美化测试27.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"27","空房间测试27.jpg","实时增强结果版","空房间实时增强测试27.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"27","空房间测试27.jpg","实时增强LoRA版","空房间实时增强lora测试27.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"28","空房间测试28.jpg","AI美化线上版","空房间ai美化线上版28.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"28","空房间测试28.jpg","AI美化LoRA版","空房间ai美化测试28.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"28","空房间测试28.jpg","实时增强结果版","空房间实时增强测试28.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"28","空房间测试28.jpg","实时增强LoRA版","空房间实时增强lora测试28.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"29","空房间测试29.jpg","AI美化线上版","空房间ai美化线上版29.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"29","空房间测试29.jpg","AI美化LoRA版","空房间ai美化测试29.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"29","空房间测试29.jpg","实时增强结果版","空房间实时增强测试29.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"29","空房间测试29.jpg","实时增强LoRA版","空房间实时增强lora测试29.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"30","空房间测试30.jpg","AI美化线上版","空房间ai美化线上版30.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"30","空房间测试30.jpg","AI美化LoRA版","空房间ai美化测试30.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"30","空房间测试30.jpg","实时增强结果版","空房间实时增强测试30.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"30","空房间测试30.jpg","实时增强LoRA版","空房间实时增强lora测试30.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"31","空房间测试31.jpg","AI美化线上版","空房间ai美化线上版31.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"31","空房间测试31.jpg","AI美化LoRA版","空房间ai美化测试31.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"31","空房间测试31.jpg","实时增强结果版","空房间实时增强测试31.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"31","空房间测试31.jpg","实时增强LoRA版","空房间实时增强lora测试31.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"32","空房间测试32.jpg","AI美化线上版","空房间ai美化线上版32.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"32","空房间测试32.jpg","AI美化LoRA版","空房间ai美化测试32.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"32","空房间测试32.jpg","实时增强结果版","空房间实时增强测试32.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"32","空房间测试32.jpg","实时增强LoRA版","空房间实时增强lora测试32.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"33","空房间测试33.jpg","AI美化线上版","空房间ai美化线上版33.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"33","空房间测试33.jpg","AI美化LoRA版","空房间ai美化测试33.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"33","空房间测试33.jpg","实时增强结果版","空房间实时增强测试33.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"33","空房间测试33.jpg","实时增强LoRA版","空房间实时增强lora测试33.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"34","空房间测试34.jpg","AI美化线上版","空房间ai美化线上版34.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"34","空房间测试34.jpg","AI美化LoRA版","空房间ai美化测试34.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"34","空房间测试34.jpg","实时增强结果版","空房间实时增强测试34.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"34","空房间测试34.jpg","实时增强LoRA版","空房间实时增强lora测试34.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"35","空房间测试35.jpg","AI美化线上版","空房间ai美化线上版35.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"35","空房间测试35.jpg","AI美化LoRA版","空房间ai美化测试35.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"35","空房间测试35.jpg","实时增强结果版","空房间实时增强测试35.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"35","空房间测试35.jpg","实时增强LoRA版","空房间实时增强lora测试35.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"36","空房间测试36.jpg","AI美化线上版","空房间ai美化线上版36.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"36","空房间测试36.jpg","AI美化LoRA版","空房间ai美化测试36.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"36","空房间测试36.jpg","实时增强结果版","空房间实时增强测试36.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"36","空房间测试36.jpg","实时增强LoRA版","空房间实时增强lora测试36.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"37","空房间测试37.jpg","AI美化线上版","空房间ai美化线上版37.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"37","空房间测试37.jpg","AI美化LoRA版","空房间ai美化测试37.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"37","空房间测试37.jpg","实时增强结果版","空房间实时增强测试37.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"37","空房间测试37.jpg","实时增强LoRA版","空房间实时增强lora测试37.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"38","空房间测试38.jpg","AI美化线上版","空房间ai美化线上版38.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"38","空房间测试38.jpg","AI美化LoRA版","空房间ai美化测试38.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"38","空房间测试38.jpg","实时增强结果版","空房间实时增强测试38.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"38","空房间测试38.jpg","实时增强LoRA版","空房间实时增强lora测试38.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"39","空房间测试39.jpg","AI美化线上版","空房间ai美化线上版39.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"39","空房间测试39.jpg","AI美化LoRA版","空房间ai美化测试39.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"39","空房间测试39.jpg","实时增强结果版","空房间实时增强测试39.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"39","空房间测试39.jpg","实时增强LoRA版","空房间实时增强lora测试39.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"40","空房间测试40.jpg","AI美化线上版","空房间ai美化线上版40.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"40","空房间测试40.jpg","AI美化LoRA版","空房间ai美化测试40.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"40","空房间测试40.jpg","实时增强结果版","空房间实时增强测试40.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
"40","空房间测试40.jpg","实时增强LoRA版","空房间实时增强lora测试40.jpg","","","","","","","A=基本正确; B=轻微变化但无所谓; C=有变化但不影响事实表达; D=严重错误"
